# Pages that could carry a price and do not have one yet.
#
# Every row here is a page with a Product node in its JSON-LD but no offers
# block, because docs/build-prices.mjs strips offers from any page absent from
# prices.csv. So each row is a page currently eligible for no rich result.
#
# THIS FILE IS A QUEUE, NOT A SOURCE OF TRUTH. Nothing reads it at build time.
# prices.csv is still the only file that sets a published price.
#
# To price a page, fill in low_inr and high_inr on its row - and low_usd and
# high_usd, which the page shows as indicative only and are optional - then:
#
#   node docs/build-price-worklist.mjs --adopt   moves filled rows to prices.csv
#   node docs/build-prices.mjs                   writes them into the pages
#
# Adopted rows leave this file on the next refresh; rows left empty stay. Do not
# edit the url column: it is regenerated from the source tree, and a URL that
# matches no page is refused rather than adopted.
#
# Update the "# updated:" date in prices.csv when you finish a pricing pass.
# priceValidUntil is derived from it, so a price adopted into a stale file is
# published already expired.
#
# generated: 2026-08-20 by docs/build-price-worklist.mjs
# pending: 451 page(s)

url,low_inr,high_inr,low_usd,high_usd,unit
/nichrome-coil-supplier-exporter-mumbai-india/,,,,,kg
/nichrome-fittings-supplier-exporter-mumbai-india/,,,,,kg
/nichrome-hex-bars-supplier-exporter-mumbai-india/,,,,,kg
/nichrome-hollow-bars-supplier-exporter-mumbai-india/,,,,,kg
/nichrome-pipes-supplier-exporter-mumbai-india/,,,,,kg
/nichrome-tube-supplier-exporter-mumbai-india/,,,,,kg
/nichrome-wire-supplier-exporter-mumbai-india/,,,,,kg

# /nichrome/  (4)
/nichrome/foil/,,,,,kg
/nichrome/pipes/,,,,,kg
/nichrome/plates/,,,,,kg
/nichrome/sheets/,,,,,kg

# /nichrome/round-bars/  (1)
/nichrome/round-bars/,,,,,kg

# /nickel-...  (10)
/nickel-200-201/,,,,,kg
/nickel-alloy-coil-supplier-exporter-in-mumbai-india/,,,,,kg
/nickel-alloy-fittings-supplier-exporter-in-mumbai-india/,,,,,kg
/nickel-alloy-hex-bars-supplier-exporter-in-mumbai-india/,,,,,kg
/nickel-alloy-hollow-bars-supplier-trader-in-mumbai-india/,,,,,kg
/nickel-alloy-pipes-supplier-exporter-in-mumbai-india/,,,,,kg
/nickel-alloy-tube-supplier-exporter-in-mumbai-india/,,,,,kg
/nickel-alloy-wire-supplier-exporter-in-mumbai-india/,,,,,kg
/Nickel-Copper-Sandwich-Busbar/,,,,,kg
/nickel-strip-for-18650-battery-pack/,,,,,kg

# /nickel-200-201/  (4)
/nickel-200-201/foil/,,,,,kg
/nickel-200-201/plates/,,,,,kg
/nickel-200-201/round-bar/,,,,,kg
/nickel-200-201/sheets/,,,,,kg

# /nicr-...  (1)
/NiCr-80-20-70-30-60-15-40-20-30-20-20-25-foil-supplier-stockist-exporter-in-mumbai-india/,,,,,kg

# /NiCr/20-25/  (3)
/NiCr/20-25/plates/,,,,,kg
/NiCr/20-25/round-bar/,,,,,kg
/NiCr/20-25/sheets/,,,,,kg

# /NiCr/30-20/  (3)
/NiCr/30-20/plates/,,,,,kg
/NiCr/30-20/round-bar/,,,,,kg
/NiCr/30-20/sheets/,,,,,kg

# /NiCr/40-20/  (3)
/NiCr/40-20/plates/,,,,,kg
/NiCr/40-20/round-bar/,,,,,kg
/NiCr/40-20/sheets/,,,,,kg

# /NiCr/60-15/  (3)
/NiCr/60-15/plates/,,,,,kg
/NiCr/60-15/round-bar/,,,,,kg
/NiCr/60-15/sheets/,,,,,kg

# /NiCr/70-30/  (3)
/NiCr/70-30/plates/,,,,,kg
/NiCr/70-30/round-bar/,,,,,kg
/NiCr/70-30/sheets/,,,,,kg

# /NiCr/80-20/  (3)
/NiCr/80-20/plates/,,,,,kg
/NiCr/80-20/round-bar/,,,,,kg
/NiCr/80-20/sheets/,,,,,kg

# /nimonic-...  (10)  |  nimonic priced on 10 page(s) at INR 1,200-10,000 per kg
/nimonic-105-115-foil-supplier-exporter-in-mumbai-india/,,,,,kg
/nimonic-75-80A-81-90-foil-supplier-exporter/,,,,,kg
/nimonic-86-263-901-foil-supplier-exporter/,,,,,kg
/nimonic-coil-supplier-exporter-mumbai-india/,,,,,kg
/nimonic-fittings-supplier-exporter-mumbai-india/,,,,,kg
/nimonic-hex-bars-supplier-exporter-mumbai-india/,,,,,kg
/nimonic-hollow-bars-supplier-exporter-mumbai-india/,,,,,kg
/nimonic-pipes-supplier-exporter-mumbai-india/,,,,,kg
/nimonic-tube-supplier-exporter-mumbai-india/,,,,,kg
